,std_c,min_ppc,min_mtt,min_gft,agg_ppc,agg_mtt,agg_gft
0,0.0,0.036166666666666666,0.6055948918804926,0.029081459888167734,0.719,1.0,0.9999999999999999
1,0.1,0.04083333333333333,0.11203867066330161,0.003485263071253245,0.3239166666666667,1.0,0.9999999999390455
2,0.2,0.022166666666666668,0.005768408110220841,0.01703660565842824,0.07325,1.0,0.9997858597102617
3,0.30000000000000004,0.020916666666666667,0.057127239924614895,1.9577126091197574e-11,0.0055,1.0,0.5692380471811673
4,0.4,0.0009166666666666666,0.16934695469907868,0.00010163413673577023,0.006583333333333333,1.0,0.08839360222783633
5,0.5,0.0,0.10398972849992945,8.607390266183049e-07,0.0019166666666666666,1.0,8.846355530237954e-07
6,0.6000000000000001,0.0,0.1681557385425436,8.420743415365201e-06,0.00075,1.0,6.069296008163937e-19
7,0.7000000000000001,0.0,0.00122952174386769,7.721832141041697e-09,0.0003333333333333333,1.0,3.056673439801113e-48
8,0.8,0.0,0.008352700044400372,1.3252645557171636e-10,8.333333333333333e-05,0.9999999419823723,6.251199542217078e-82
9,0.9,0.0,0.029226962010913418,1.3223357783831317e-11,0.0,0.9999999999999999,7.603175886210665e-118
10,1.0,0.0,0.0003158228468199877,3.0908527537864093e-16,0.0,0.9999999999976799,8.93161171022548e-168
11,1.1,0.0,0.0005398745554189002,2.7504538578342204e-12,0.0,0.9999999999998946,1.3146902215502359e-225
12,1.2000000000000002,0.0,0.00025660853027387203,2.6120348527329046e-16,0.0,0.999458486035048,5.089790130832376e-301
13,1.3,0.0,0.0005462093026234339,2.597728203772933e-23,0.0,0.8802239944886516,0.0
14,1.4000000000000001,0.0,0.0007347004031885637,4.314872043707406e-23,0.0,0.9984933687318889,0.0
15,1.5,0.0,4.169358232873474e-07,1.9005985389510016e-20,0.0,0.09960978896378074,0.0
16,1.6,0.0,0.00012705912560185965,2.8641791787907428e-24,0.0,0.039428559737812265,0.0
17,1.7000000000000002,0.0,0.00021195965563242732,2.7458747017990823e-27,0.0,0.9715249145040512,0.0
18,1.8,0.0,0.0001289971577372523,2.676026183606591e-40,0.0,0.6747923270365281,0.0
19,1.9000000000000001,0.0,4.099977176965088e-06,9.95937213499911e-34,0.0,0.021791810511089166,0.0
20,2.0,0.0,8.747525538535832e-06,6.523014633525677e-41,0.0,0.030445148845052034,0.0
