,std_c,min_ppc,min_mtt,min_gft,agg_ppc,agg_mtt,agg_gft
0,0.0,0.06016666666666667,0.7356652397933354,0.07551858019161031,0.5095833333333334,1.0,0.9999999999999515
1,0.1,0.03941666666666667,0.8667704034466761,0.017834192851328926,0.3001666666666667,1.0,0.9999999991357372
2,0.2,0.0065,0.33104052890423263,0.00013984683053783501,0.09091666666666667,1.0,0.9999947393001254
3,0.30000000000000004,0.0009166666666666666,0.29546778731225826,8.053619841387069e-05,0.0275,1.0,0.9547440664645663
4,0.4,0.0025,0.2448948182429213,0.002902848225673072,0.01125,1.0,0.3451872182957435
5,0.5,0.00016666666666666666,0.1063747256181738,5.391418512882414e-06,0.0011666666666666668,1.0,1.190851501883648e-10
6,0.6000000000000001,0.00025,0.00943037615913478,2.1106216429971253e-05,0.0006666666666666666,1.0,4.469460870067414e-23
7,0.7000000000000001,0.0,0.049098290808752866,6.490462779479213e-08,0.0003333333333333333,1.0,1.6460696888147244e-49
8,0.8,0.0,0.05012315095844979,3.749708660476427e-11,8.333333333333333e-05,0.9999999999999677,2.4869652783324777e-114
9,0.9,0.0,0.0171320295298788,1.0464886965514266e-11,0.0,0.9999999999999997,6.903371277940024e-103
10,1.0,0.0,3.9029766820181593e-05,1.2322192533632267e-18,0.0,0.9999999993863341,6.783684541702457e-218
11,1.1,0.0,1.175775801911852e-05,3.2200131109007165e-18,0.0,0.964314322430051,1.1665473051578573e-268
12,1.2000000000000002,0.0,0.005351769958178834,2.6074168032912005e-13,0.0,0.999999966122915,5.235841240278866e-266
13,1.3,0.0,0.00043458058230594685,5.192608398955185e-25,0.0,0.998934583634552,0.0
14,1.4000000000000001,0.0,2.5576698110483755e-05,1.9106475246819147e-26,0.0,0.23039857679552855,0.0
15,1.5,0.0,3.6240855735662083e-06,2.4292182833368905e-20,0.0,0.9955674540050544,0.0
16,1.6,0.0,0.00024105997554062613,1.6708966237697626e-30,0.0,0.8514770109000879,0.0
17,1.7000000000000002,0.0,3.165397753945995e-07,1.2132462494670808e-35,0.0,0.8140407337037094,0.0
18,1.8,0.0,4.913243512407535e-05,3.956255030038874e-27,0.0,0.7480025230085565,0.0
19,1.9000000000000001,0.0,0.000163361197069323,2.59159131229143e-34,0.0,0.6099548305914061,0.0
20,2.0,0.0,2.1544141633125003e-07,1.029912934800621e-28,0.0,0.071718262653236,0.0
