,n_items,n_questions,n_dims,l2_reg,beta,max_iter,train_err,train_n,train_err_norm,test_err,test_n,test_err_norm,run
222,100,500,4,0.2,1.0,6000,1141.4730504336542,400,2.8536826260841353,531.7641516427448,100,5.3176415164274475,2
223,100,500,4,0.2,1.0,6000,1129.4928210869166,400,2.8237320527172916,562.4857203805267,100,5.624857203805266,3
224,100,500,4,0.2,1.0,6000,1114.4497444587996,400,2.786124361146999,538.8636979767767,100,5.388636979767767,4
225,100,500,4,0.2,0.8,6000,988.1405403800387,400,2.470351350950097,527.4289920300423,100,5.274289920300423,0
226,100,500,4,0.2,0.8,6000,1066.7749103095498,400,2.6669372757738743,414.74172388652676,100,4.147417238865268,1
227,100,500,4,0.2,0.8,6000,1034.8258636088178,400,2.5870646590220447,485.1686512978888,100,4.851686512978888,2
228,100,500,4,0.2,0.8,6000,1046.790688206243,400,2.6169767205156074,475.9921368560581,100,4.759921368560581,3
229,100,500,4,0.2,0.8,6000,1032.0860867540173,400,2.580215216885043,543.8528894171941,100,5.438528894171941,4
230,100,500,4,0.2,0.5,6000,929.6129392750049,400,2.3240323481875125,585.66330766731,100,5.8566330766731,0
231,100,500,4,0.2,0.5,6000,890.766007837773,400,2.2269150195944327,631.0820446770987,100,6.310820446770987,1
232,100,500,4,0.2,0.5,6000,889.1635516444644,400,2.222908879111161,718.463813251699,100,7.18463813251699,2
233,100,500,4,0.2,0.5,6000,918.0032208447784,400,2.295008052111946,552.0596168940126,100,5.520596168940126,3
234,100,500,4,0.2,0.5,6000,967.8701546665104,400,2.419675386666276,474.059840138157,100,4.74059840138157,4
235,100,500,4,0.2,0.1,6000,731.3496849396241,400,1.8283742123490603,713.3910384707921,100,7.133910384707921,0
236,100,500,4,0.2,0.1,6000,777.6969212780481,400,1.9442423031951201,589.0028043640604,100,5.890028043640603,1
237,100,500,4,0.2,0.1,6000,753.2537604103493,400,1.8831344010258733,616.0206268039962,100,6.160206268039961,2
238,100,500,4,0.2,0.1,6000,813.9172073289009,400,2.0347930183222522,694.9799571827647,100,6.949799571827647,3
239,100,500,4,0.2,0.1,6000,721.0641543236666,400,1.8026603858091663,776.131240221126,100,7.761312402211259,4
240,100,500,5,0.01,1.0,6000,694.7159769162716,400,1.7367899422906792,480.4833070663885,100,4.804833070663885,0
241,100,500,5,0.01,1.0,6000,665.7640509060617,400,1.6644101272651541,564.6032682770765,100,5.646032682770765,1
242,100,500,5,0.01,1.0,6000,696.8766803850268,400,1.7421917009625671,520.7319945956335,100,5.2073199459563355,2
243,100,500,5,0.01,1.0,6000,644.4701088761642,400,1.6111752721904105,459.89342451752094,100,4.59893424517521,3
244,100,500,5,0.01,1.0,6000,668.125584727586,400,1.670313961818965,488.347774317861,100,4.88347774317861,4
245,100,500,5,0.01,0.8,6000,399.1366573492121,400,0.9978416433730303,687.1692413433336,100,6.871692413433336,0
246,100,500,5,0.01,0.8,6000,402.2853624443384,400,1.005713406110846,608.5768434398032,100,6.085768434398031,1
247,100,500,5,0.01,0.8,6000,385.8949027733159,400,0.9647372569332897,757.1563223552179,100,7.571563223552179,2
248,100,500,5,0.01,0.8,6000,393.01707531963496,400,0.9825426882990874,658.5097956131353,100,6.585097956131353,3
249,100,500,5,0.01,0.8,6000,421.7302560301541,400,1.0543256400753853,538.459968032078,100,5.38459968032078,4
250,100,500,5,0.01,0.5,6000,341.7305751020217,400,0.8543264377550542,728.7523388932041,100,7.2875233889320405,0
251,100,500,5,0.01,0.5,6000,305.36574476635934,400,0.7634143619158984,1641.5392666307346,100,16.415392666307344,1
252,100,500,5,0.01,0.5,6000,345.9536891178168,400,0.864884222794542,740.8718276076025,100,7.4087182760760255,2
253,100,500,5,0.01,0.5,6000,296.79096982948596,400,0.7419774245737148,810.0018500066311,100,8.10001850006631,3
254,100,500,5,0.01,0.5,6000,351.9162370175504,400,0.8797905925438759,656.4310820125903,100,6.564310820125903,4
255,100,500,5,0.01,0.1,6000,297.2894664706195,400,0.7432236661765488,837.2589127905654,100,8.372589127905654,0
256,100,500,5,0.01,0.1,6000,322.29017319663416,400,0.8057254329915854,693.7075533278345,100,6.937075533278345,1
257,100,500,5,0.01,0.1,6000,283.34073121898984,400,0.7083518280474747,3897.113470490706,100,38.97113470490706,2
258,100,500,5,0.01,0.1,6000,303.8487468568282,400,0.7596218671420705,1508.7980843109165,100,15.087980843109165,3
259,100,500,5,0.01,0.1,6000,316.734380879893,400,0.7918359521997326,1143.2543417747627,100,11.432543417747628,4
260,100,500,5,0.05,1.0,6000,749.2929220305456,400,1.873232305076364,374.56543094907255,100,3.7456543094907255,0
261,100,500,5,0.05,1.0,6000,762.9184846277705,400,1.907296211569426,370.16434728918495,100,3.7016434728918495,1
262,100,500,5,0.05,1.0,6000,769.9025419192745,400,1.9247563547981863,329.25016829949044,100,3.2925016829949043,2
263,100,500,5,0.05,1.0,6000,727.9791471729376,400,1.819947867932344,422.2454744335952,100,4.222454744335952,3
264,100,500,5,0.05,1.0,6000,723.7058075595141,400,1.8092645188987853,473.52500187071746,100,4.735250018707174,4
265,100,500,5,0.05,0.8,6000,631.1763824739355,400,1.5779409561848388,424.99953814217645,100,4.249995381421765,0
266,100,500,5,0.05,0.8,6000,581.3432783938141,400,1.4533581959845352,538.6929439483736,100,5.386929439483736,1
267,100,500,5,0.05,0.8,6000,614.6261789822439,400,1.5365654474556099,548.6339944082698,100,5.486339944082698,2
268,100,500,5,0.05,0.8,6000,623.6883665465886,400,1.5592209163664714,607.6526877520071,100,6.07652687752007,3
269,100,500,5,0.05,0.8,6000,602.3828615082093,400,1.5059571537705232,469.2056302047549,100,4.69205630204755,4
270,100,500,5,0.05,0.5,6000,460.86770321089114,400,1.1521692580272278,828.6223406704527,100,8.286223406704528,0
271,100,500,5,0.05,0.5,6000,445.25705270500873,400,1.113142631762522,733.3744553478828,100,7.3337445534788275,1
272,100,500,5,0.05,0.5,6000,445.68203749791576,400,1.1142050937447894,539.7758612470258,100,5.397758612470258,2
273,100,500,5,0.05,0.5,6000,453.535387889778,400,1.133838469724445,613.7356671433967,100,6.137356671433967,3
274,100,500,5,0.05,0.5,6000,455.6287303927499,400,1.1390718259818748,685.5252300749117,100,6.855252300749117,4
275,100,500,5,0.05,0.1,6000,427.6855865100923,400,1.069213966275231,594.3613733496609,100,5.943613733496608,0
276,100,500,5,0.05,0.1,6000,377.3292375228253,400,0.9433230938070633,931.780572406056,100,9.317805724060559,1
277,100,500,5,0.05,0.1,6000,383.1603398210342,400,0.9579008495525855,743.6900144069648,100,7.436900144069648,2
278,100,500,5,0.05,0.1,6000,391.83702801381156,400,0.9795925700345289,822.0593995574203,100,8.220593995574204,3
279,100,500,5,0.05,0.1,6000,367.43265006012456,400,0.9185816251503114,777.6655961591531,100,7.776655961591531,4
280,100,500,5,0.1,1.0,6000,856.0591674845843,400,2.140147918711461,372.7701197060882,100,3.7277011970608824,0
281,100,500,5,0.1,1.0,6000,833.6400213033196,400,2.084100053258299,416.1661467101397,100,4.161661467101397,1
282,100,500,5,0.1,1.0,6000,796.4367113614505,400,1.9910917784036264,465.470773942195,100,4.6547077394219505,2
283,100,500,5,0.1,1.0,6000,874.6070195583018,400,2.1865175488957544,383.8754917261055,100,3.838754917261055,3
284,100,500,5,0.1,1.0,6000,861.5214915911794,400,2.1538037289779486,388.5308039594197,100,3.885308039594197,4
285,100,500,5,0.1,0.8,6000,769.7992761643083,400,1.9244981904107705,356.09692784004085,100,3.5609692784004086,0
286,100,500,5,0.1,0.8,6000,709.0281362028228,400,1.772570340507057,573.1010160735569,100,5.731010160735569,1
287,100,500,5,0.1,0.8,6000,710.6630946280084,400,1.776657736570021,470.23285569926014,100,4.702328556992601,2
288,100,500,5,0.1,0.8,6000,738.0238266960259,400,1.8450595667400649,447.00210121234585,100,4.470021012123459,3
289,100,500,5,0.1,0.8,6000,749.5284473392994,400,1.8738211183482485,454.62607590788554,100,4.546260759078855,4
290,100,500,5,0.1,0.5,6000,595.1518215773989,400,1.4878795539434972,597.5486722731534,100,5.975486722731534,0
291,100,500,5,0.1,0.5,6000,570.6094390643614,400,1.4265235976609034,659.6883250995128,100,6.596883250995128,1
292,100,500,5,0.1,0.5,6000,584.9302342089181,400,1.4623255855222954,2202.5162731893192,100,22.025162731893193,2
293,100,500,5,0.1,0.5,6000,634.059850189104,400,1.5851496254727602,456.7552658820791,100,4.567552658820791,3
294,100,500,5,0.1,0.5,6000,564.1823010099583,400,1.4104557525248957,564.5830823770508,100,5.645830823770508,4
295,100,500,5,0.1,0.1,6000,450.11773257584684,400,1.125294331439617,811.7692246712245,100,8.117692246712245,0
296,100,500,5,0.1,0.1,6000,432.31797682304534,400,1.0807949420576133,764.272530242518,100,7.64272530242518,1
297,100,500,5,0.1,0.1,6000,486.07346221214186,400,1.2151836555303546,692.3991424968671,100,6.923991424968671,2
