,n_items,n_questions,n_dims,l2_reg,beta,max_iter,train_loss,train_acc,train_err,train_n,train_err_norm,test_err,test_acc,test_loss,test_n,test_err_norm,run
15,100,6256,20,0.01,0.1,500,0.8380543716122726,0.7030375699440448,30086.082073129255,5004,6.012406489434303,33905.194747138674,0.4968051118210862,1.4427955619588504,1252,27.080826475350378,0
16,100,6256,20,0.01,0.1,500,0.8228350761509294,0.6990407673860911,37603.58098473316,5004,7.5147044333999125,73200.1909879366,0.4984025559105431,1.460272105216275,1252,58.46660622039664,1
17,100,6256,20,0.01,0.1,500,0.8377212392766057,0.6976418864908074,30753.11737664466,5004,6.145706909801091,93443.05723640794,0.5215654952076677,1.413839933032155,1252,74.6350297415399,2
18,100,6256,20,0.01,0.1,500,0.8078346977213622,0.7118305355715427,25739.381905010316,5004,5.14376137190454,76869.44584805064,0.48482428115015974,1.5129399261712229,1252,61.39732096489668,3
19,100,6256,20,0.01,0.1,500,0.834002117583395,0.694044764188649,36784.17313924922,5004,7.350953864758038,375755.87403643504,0.5247603833865815,1.3980964599554673,1252,300.12450002910145,4
20,100,6256,20,0.05,1.0,500,1.0471028913544975,0.6504796163069544,15571.847754014947,5004,3.111880046765577,5327.259832314431,0.5543130990415335,1.204927160158357,1252,4.254999866065839,0
21,100,6256,20,0.05,1.0,500,1.0425411081107903,0.6466826538768985,15307.852708515677,5004,3.0591232431086484,5703.207701089215,0.5559105431309904,1.205142155512799,1252,4.555277716524932,1
22,100,6256,20,0.05,1.0,500,1.046413458686776,0.653277378097522,15588.68077932955,5004,3.1152439606973523,5251.068210544601,0.5543130990415335,1.2066143223150523,1252,4.1941439381346655,2
23,100,6256,20,0.05,1.0,500,1.04574349059114,0.648880895283773,15597.313185910825,5004,3.116969061932619,5608.51355682942,0.5591054313099041,1.215713822148837,1252,4.4796434159979395,3
24,100,6256,20,0.05,1.0,500,1.0549677813394478,0.6394884092725819,15640.353941650588,5004,3.125570332064466,5298.9633017535,0.5630990415335463,1.1781492714219433,1252,4.2323988033174915,4
25,100,6256,20,0.05,0.8,500,1.0463432719005916,0.640687450039968,17341.951803292584,5004,3.4656178663654247,5977.742436102759,0.5535143769968051,1.21169579932645,1252,4.774554661423929,0
26,100,6256,20,0.05,0.8,500,1.0415629671145967,0.6494804156674661,17975.395400109453,5004,3.5922053157692755,6171.661839324518,0.5750798722044728,1.1765766000817754,1252,4.9294423636777305,1
27,100,6256,20,0.05,0.8,500,1.0313388294754677,0.64828137490008,17128.861665236793,5004,3.4230339059226202,7697.434889987464,0.5519169329073482,1.217198414256765,1252,6.148110934494779,2
28,100,6256,20,0.05,0.8,500,1.058317470885995,0.6366906474820144,17962.348699206603,5004,3.589598061392207,5473.298529542799,0.5774760383386581,1.1707186082983565,1252,4.371644192925558,3
29,100,6256,20,0.05,0.8,500,1.0297290359641253,0.6470823341326938,17232.497108945612,5004,3.443744426248124,6984.176117570654,0.5447284345047924,1.2252644270866166,1252,5.5784154293695325,4
30,100,6256,20,0.05,0.5,500,1.0308922366675133,0.6480815347721822,18836.1092891112,5004,3.764210489430695,11340.84146370268,0.5543130990415335,1.2034551260119437,1252,9.058180082829617,0
31,100,6256,20,0.05,0.5,500,1.0488523017617464,0.6382893685051958,18112.892967454372,5004,3.619682847213104,7574.211559050128,0.5750798722044728,1.2235378853088532,1252,6.049689743650262,1
32,100,6256,20,0.05,0.5,500,1.0396131346925876,0.6458832933653077,18393.661770249273,5004,3.675791720673316,11997.720033473639,0.5742811501597443,1.1728068366069864,1252,9.582843477215366,2
33,100,6256,20,0.05,0.5,500,1.0484369347890303,0.6378896882494005,21114.7360157736,5004,4.219571545917986,6515.928666271316,0.5758785942492013,1.1774417014340293,1252,5.204415867628846,3
34,100,6256,20,0.05,0.5,500,1.050890298860157,0.6342925659472421,18706.78596885622,5004,3.7383665005707876,9864.753491140522,0.5415335463258786,1.2139496989726262,1252,7.8791960791857205,4
35,100,6256,20,0.05,0.1,500,1.0137060169082355,0.6498800959232613,24349.72795145178,5004,4.8660527480918825,8364.06053410383,0.5583067092651757,1.2008592059502485,1252,6.680559532031813,0
36,100,6256,20,0.05,0.1,500,1.0043019477098778,0.6504796163069544,26364.036470761646,5004,5.268592420216156,9120.36371479231,0.5623003194888179,1.1918191673211667,1252,7.284635554945933,1
37,100,6256,20,0.05,0.1,500,1.0036521422517866,0.6530775379696243,24083.541791018673,5004,4.812858071746337,32334.69764859689,0.5415335463258786,1.252086091733111,1252,25.826435821563013,2
38,100,6256,20,0.05,0.1,500,1.0092602726464817,0.6480815347721822,20720.31753124117,5004,4.140750905523815,18015.529117539554,0.5511182108626198,1.215499721144326,1252,14.389400253625842,3
39,100,6256,20,0.05,0.1,500,1.0015769342015912,0.657673860911271,25792.351534291804,5004,5.154346829394845,9226.989655241607,0.5455271565495208,1.2236150179825178,1252,7.369800044122689,4
40,100,6256,20,0.1,1.0,500,1.175342781427054,0.6171063149480416,16886.682404771793,5004,3.374636771537129,4592.277113212604,0.5575079872204473,1.2273355244506623,1252,3.6679529658247634,0
41,100,6256,20,0.1,1.0,500,1.169320009454488,0.6193045563549161,16787.7842168571,5004,3.354872945015408,5047.080600069464,0.5694888178913737,1.2762504893469622,1252,4.031214536796696,1
42,100,6256,20,0.1,1.0,500,1.1671917326533134,0.6199040767386091,16790.20534388174,5004,3.355356783349668,4921.9429097088,0.5535143769968051,1.2583623650406097,1252,3.931264304879233,2
43,100,6256,20,0.1,1.0,500,1.1675369383761929,0.622501998401279,16626.8885551898,5004,3.322719535409632,5168.918673320334,0.555111821086262,1.2707398762931603,1252,4.1285292917894045,3
44,100,6256,20,0.1,1.0,500,1.1725172272994433,0.6243005595523581,16725.563715233766,5004,3.3424387920131426,4795.128188961683,0.5646964856230031,1.239559399674601,1252,3.8299745918224306,4
45,100,6256,20,0.1,0.8,500,1.1875045905356698,0.6109112709832134,18749.90980349251,5004,3.7469843731999415,5133.085108447042,0.5766773162939297,1.2252258548114412,1252,4.0999082335839,0
46,100,6256,20,0.1,0.8,500,1.1708192329797897,0.6173061550759392,18636.04740818248,5004,3.7242300975584492,5421.513293133782,0.59185303514377,1.2446939179763543,1252,4.330282183014203,1
47,100,6256,20,0.1,0.8,500,1.168123141014827,0.6141087130295764,18313.914491216146,5004,3.659855014231844,5770.005165654865,0.5814696485623003,1.2544441648107518,1252,4.608630324005484,2
48,100,6256,20,0.1,0.8,500,1.1782205084904367,0.6093125499600319,18277.338031167503,5004,3.6525455697776783,5464.126677960413,0.5591054313099041,1.2402291308002968,1252,4.364318432875729,3
49,100,6256,20,0.1,0.8,500,1.1758887760899555,0.6163069544364508,18652.17544210258,5004,3.72745312591978,5695.046664691662,0.5838658146964856,1.235441851935145,1252,4.548759316846375,4
50,100,6256,20,0.1,0.5,500,1.209060687985438,0.5953237410071942,21538.838609572413,5004,4.304324262504479,6858.409867858772,0.5391373801916932,1.2974514342056491,1252,5.477963153241831,0
51,100,6256,20,0.1,0.5,500,1.2232463841054566,0.5903277378097522,21809.07716319377,5004,4.358328769623056,6298.9649594248585,0.5559105431309904,1.251331296080739,1252,5.031122172064584,1
52,100,6256,20,0.1,0.5,500,1.1937583934736817,0.6039168665067945,21728.34888442839,5004,4.342196020069622,7670.998332714099,0.5535143769968051,1.2761387042307262,1252,6.1269954734138175,2
53,100,6256,20,0.1,0.5,500,1.2033709511831348,0.5987210231814548,22120.247392002973,5004,4.420513067946238,6224.8628622083315,0.5726837060702875,1.250554908249458,1252,4.971935193457134,3
54,100,6256,20,0.1,0.5,500,1.2101567969975917,0.5979216626698641,21612.589778894508,5004,4.31906270561441,6448.73455428202,0.5471246006389776,1.3012201797516512,1252,5.150746449107045,4
55,100,6256,20,0.1,0.1,500,1.2741721289964003,0.5485611510791367,30218.588221171278,5004,6.038886535006251,7890.396510863676,0.5183706070287539,1.344805243440771,1252,6.30223363487514,0
56,100,6256,20,0.1,0.1,500,1.2435021824480663,0.5657474020783373,31275.74441760659,5004,6.25014876450971,6170.106675508118,0.5215654952076677,1.2910602146235897,1252,4.928200220054408,1
57,100,6256,20,0.1,0.1,500,1.2377346720585256,0.5629496402877697,23926.426911968396,5004,4.781460214222301,13290.011827075434,0.5527156549520766,1.2738210672814159,1252,10.615025420986768,2
58,100,6256,20,0.1,0.1,500,1.2749232834601842,0.5557553956834532,26103.395278091433,5004,5.216505850937537,7896.857293783755,0.5375399361022364,1.3016051461871891,1252,6.307394004619613,3
59,100,6256,20,0.1,0.1,500,1.2750235939051815,0.5565547561950439,26364.36846014695,5004,5.268658765017376,7559.822216322838,0.5439297124600638,1.304978195493417,1252,6.038196658404823,4
60,100,6256,20,0.2,1.0,500,1.354946757673012,0.5805355715427658,19805.691937809264,5004,3.9579720099538895,5286.0716435450595,0.555111821086262,1.400048787653496,1252,4.222101951713307,0
61,100,6256,20,0.2,1.0,500,1.3610083960502175,0.5821342925659472,19936.220147267708,5004,3.9840567840263206,5224.074272321646,0.5511182108626198,1.3829948000900774,1252,4.172583284601954,1
62,100,6256,20,0.2,1.0,500,1.3599065953524134,0.5843325339728217,19877.347404133256,5004,3.9722916475086443,5274.8987173171345,0.5527156549520766,1.388625183139267,1252,4.213177889230938,2
63,100,6256,20,0.2,1.0,500,1.3568040283674203,0.5853317346123101,19898.67338419369,5004,3.976553434091465,5171.874494449335,0.5511182108626198,1.3893378945922672,1252,4.130890171285411,3
64,100,6256,20,0.2,1.0,500,1.3509691772974077,0.5831334932054356,19691.431357418067,5004,3.9351381609548497,5376.820374002566,0.5455271565495208,1.4056819649198313,1252,4.294584963260835,4
65,100,6256,20,0.2,0.8,500,1.3731195595367283,0.5593525179856115,21397.467573610524,5004,4.276072656596828,5546.022866035344,0.5702875399361023,1.3666763029846467,1252,4.429730723670403,0
66,100,6256,20,0.2,0.8,500,1.358195882060627,0.5657474020783373,21199.146713610637,5004,4.236440190569672,5639.372717954085,0.5463258785942492,1.380023955834787,1252,4.5042913082700355,1
67,100,6256,20,0.2,0.8,500,1.3504184743942407,0.5847322142286171,20891.248045479435,5004,4.174909681350806,5738.168818968833,0.5319488817891374,1.392789260732017,1252,4.583201932083733,2
68,100,6256,20,0.2,0.8,500,1.3521426256496833,0.5737410071942446,20936.52803929289,5004,4.183958441105694,5791.8803790746,0.5343450479233227,1.4132803646456131,1252,4.626102539196965,3
69,100,6256,20,0.2,0.8,500,1.3614984342318697,0.5697442046362909,21235.352727354217,5004,4.243675604986854,5555.933835912774,0.5431309904153354,1.3859757881181576,1252,4.437646833796146,4
70,100,6256,20,0.2,0.5,500,1.4299250842887234,0.517585931254996,25745.774084632743,5004,5.145038785897831,7021.138047523196,0.5023961661341853,1.435409403696028,1252,5.607937737638336,0
71,100,6256,20,0.2,0.5,500,1.4216591075939924,0.5221822541966427,25504.572448950184,5004,5.096837020173898,7448.802743067404,0.4944089456869009,1.475034664690085,1252,5.949522957721569,1
72,100,6256,20,0.2,0.5,500,1.425894368723357,0.5223820943245403,25557.618704215834,5004,5.107437790610678,6839.224857554494,0.5023961661341853,1.4473397603018259,1252,5.462639662583461,2
73,100,6256,20,0.2,0.5,500,1.4246004775087133,0.5157873701039168,25396.48062379649,5004,5.07523593601049,7221.006567011399,0.5039936102236422,1.4131535535156607,1252,5.767577130200798,3
74,100,6256,20,0.2,0.5,500,1.4073141445946522,0.5189848121502798,25304.365026625335,5004,5.056827543290435,7142.674572120971,0.5,1.4572010071668249,1252,5.705011639074258,4
75,100,6256,20,0.2,0.1,500,1.5123164006505012,0.43784972022382096,39532.01868965807,5004,7.900083670994818,8818.018921592073,0.3985623003194888,1.5621567165885664,1252,7.043146103508045,0
76,100,6256,20,0.2,0.1,500,1.5096500535458137,0.4396482813749001,39890.88892560232,5004,7.9718003448445875,11630.088775354525,0.426517571884984,1.569171233158397,1252,9.289208287024382,1
77,100,6256,20,0.2,0.1,500,1.5313514805775355,0.430255795363709,38345.26493535736,5004,7.66292264895231,8739.161694430406,0.4400958466453674,1.513898664410896,1252,6.980161097787864,2
78,100,6256,20,0.2,0.1,500,1.5150980353715862,0.43725019984012786,37656.648269012316,5004,7.525309406277441,9856.330470920939,0.4193290734824281,1.5330713573409458,1252,7.872468427253146,3
79,100,6256,20,0.2,0.1,500,1.526665883660209,0.43425259792166265,36405.88018303648,5004,7.275355752005692,9334.475669668938,0.43210862619808305,1.5484269401199364,1252,7.455651493345798,4
