,n_items,n_questions,n_dims_model,train_err,train_n,train_err_norm,test_err,test_n,test_err_norm,n_dims_gt,run
42,10,100,13,186.55284921263387,80,2.3319106151579234,52.80753232987057,20,2.6403766164935285,10,2
43,10,100,13,144.04861562087763,80,1.8006076952609704,86.45934568777042,20,4.322967284388521,10,3
44,10,100,13,156.70700820454573,80,1.9588376025568217,52.018435633015,20,2.60092178165075,10,4
45,10,100,13,155.71775657517105,80,1.946471957189638,73.78734069595549,20,3.6893670347977747,10,5
46,10,100,13,160.18740462255738,80,2.0023425577819673,162.1352172768845,20,8.106760863844226,10,6
47,10,100,13,112.9519171797113,80,1.4118989647463913,18537.883487777148,20,926.8941743888574,10,7
48,10,100,13,171.9199581319059,80,2.148999476648824,100.94024608177617,20,5.047012304088808,10,8
49,10,100,13,157.76077878530938,80,1.9720097348163672,65.74258510222684,20,3.287129255111342,10,9
50,10,100,21,155.53552009794677,80,1.9441940012243346,157.84468691993766,20,7.892234345996883,10,0
51,10,100,21,151.11692193612586,80,1.8889615242015734,61.220706390835986,20,3.061035319541799,10,1
52,10,100,21,148.29624402580964,80,1.8537030503226206,78.35304838722615,20,3.917652419361308,10,2
53,10,100,21,138.4842441530322,80,1.7310530519129024,46.5907431975463,20,2.329537159877315,10,3
54,10,100,21,143.57931991075986,80,1.7947414988844983,62.21584366253155,20,3.1107921831265775,10,4
55,10,100,21,160.4316415205312,80,2.00539551900664,67.47447420203973,20,3.3737237101019866,10,5
56,10,100,21,124.16678220289236,80,1.5520847775361546,68.10260141246748,20,3.405130070623374,10,6
57,10,100,21,139.86223613500303,80,1.748277951687538,78.1271059131095,20,3.9063552956554752,10,7
58,10,100,21,142.83860745171106,80,1.7854825931463882,54.038855406376456,20,2.701942770318823,10,8
59,10,100,21,151.1296153387926,80,1.8891201917349076,92.53387773026826,20,4.626693886513413,10,9
60,10,200,2,2485.473825246345,160,15.534211407789655,642.3646198900279,40,16.059115497250698,10,0
61,10,200,2,2189.976869462278,160,13.687355434139238,598.5620523007962,40,14.964051307519904,10,1
62,10,200,2,2233.7441311369857,160,13.960900819606161,466.4632607674065,40,11.661581519185162,10,2
63,10,200,2,nan,160,nan,569.5598919243386,40,14.238997298108464,10,3
64,10,200,2,1391.1546438307644,160,8.694716523942278,449.2283537522867,40,11.230708843807168,10,4
65,10,200,2,2788.878368418591,160,17.430489802616194,793.1552115800321,40,19.828880289500802,10,5
66,10,200,2,2991.1326442473796,160,18.694579026546123,648.8862683947297,40,16.22215670986824,10,6
67,10,200,2,2981.6857344445857,160,18.63553584027866,1476.119316006849,40,36.902982900171224,10,7
68,10,200,2,1893.6697108828103,160,11.835435693017564,548.3646026359013,40,13.709115065897532,10,8
69,10,200,2,2161.199888143263,160,13.507499300895393,688.0459558131766,40,17.201148895329418,10,9
70,10,200,3,1186.2823302689555,160,7.414264564180972,311.072872339424,40,7.7768218084856,10,0
71,10,200,3,1133.99822261643,160,7.087488891352687,218.91569257464906,40,5.472892314366226,10,1
72,10,200,3,1332.0549125100586,160,8.325343203187867,450.45260238197585,40,11.261315059549396,10,2
73,10,200,3,1119.4993509908568,160,6.996870943692855,245.38564281426335,40,6.134641070356584,10,3
74,10,200,3,1828.5905481012708,160,11.428690925632942,426.02255679025683,40,10.65056391975642,10,4
